interview__key	interview__id	date	time	action	originator	role	responsible__name	responsible__role
44-67-68-73	7f829621b6164626929c245c06d6c5eb	2022-06-28	10:33:38	18	busSup2	2	busSup2	2
44-67-68-73	7f829621b6164626929c245c06d6c5eb	2022-06-28	10:40:05	17	busSup2	2	busSup2	2
44-67-68-73	7f829621b6164626929c245c06d6c5eb	2022-06-28	10:42:11	18	busSup2	2	busSup2	2
44-67-68-73	7f829621b6164626929c245c06d6c5eb	2022-06-28	10:42:52	17	busSup2	2	busSup2	2
44-67-68-73	7f829621b6164626929c245c06d6c5eb	2022-06-28	10:51:35	18	busSup2	2	busSup2	2
44-67-68-73	7f829621b6164626929c245c06d6c5eb	2022-06-28	11:04:18	17	busSup2	2	busSup2	2
44-67-68-73	7f829621b6164626929c245c06d6c5eb	2022-06-28	11:10:56	18	busSup2	2	busSup2	2
44-67-68-73	7f829621b6164626929c245c06d6c5eb	2022-06-28	20:41:44	17	busSup2	2	busSup2	2
44-67-68-73	7f829621b6164626929c245c06d6c5eb	2022-06-28	20:57:02	18	busSup2	2	busSup2	2
44-67-68-73	7f829621b6164626929c245c06d6c5eb	2022-06-28	20:57:03	17	busSup2	2	busSup2	2
44-67-68-73	7f829621b6164626929c245c06d6c5eb	2022-06-28	20:58:16	18	busSup2	2	busSup2	2
44-67-68-73	7f829621b6164626929c245c06d6c5eb	2022-06-28	20:58:39	17	busSup2	2	busSup2	2
44-67-68-73	7f829621b6164626929c245c06d6c5eb	2022-06-28	21:07:45	18	busSup2	2	busSup2	2
44-67-68-73	7f829621b6164626929c245c06d6c5eb	2022-06-28	21:11:26	17	busSup2	2	busSup2	2
44-67-68-73	7f829621b6164626929c245c06d6c5eb	2022-06-28	21:27:36	18	busSup2	2	busSup2	2
44-67-68-73	7f829621b6164626929c245c06d6c5eb	2022-06-28	21:27:38	17	busSup2	2	busSup2	2
44-67-68-73	7f829621b6164626929c245c06d6c5eb	2022-06-28	21:32:49	7	busSup2	2	intBus6	1
44-67-68-73	7f829621b6164626929c245c06d6c5eb	2022-06-28	21:32:50	18	busSup2	2	busSup2	2
50-39-50-18	b7209648f711419dabfb5ff66541bb90	2022-06-28	05:08:28	12	intBus4	1	intBus4	1
50-39-50-18	b7209648f711419dabfb5ff66541bb90	2022-06-28	05:08:28	0	intBus4	1	busSup_1	2
50-39-50-18	b7209648f711419dabfb5ff66541bb90	2022-06-28	05:08:28	20	intBus4	1	intBus4	1
50-39-50-18	b7209648f711419dabfb5ff66541bb90	2022-06-28	05:08:28	1	intBus4	1	intBus4	1
50-39-50-18	b7209648f711419dabfb5ff66541bb90	2022-06-28	05:08:28	14	intBus4	1	intBus4	1
50-39-50-18	b7209648f711419dabfb5ff66541bb90	2022-06-28	05:22:54	15	intBus4	1	intBus4	1
50-39-50-18	b7209648f711419dabfb5ff66541bb90	2022-06-28	05:27:34	14	intBus4	1	intBus4	1
50-39-50-18	b7209648f711419dabfb5ff66541bb90	2022-06-28	05:29:10	15	intBus4	1	intBus4	1
50-39-50-18	b7209648f711419dabfb5ff66541bb90	2022-06-28	09:01:19	14	intBus4	1	intBus4	1
50-39-50-18	b7209648f711419dabfb5ff66541bb90	2022-06-28	09:01:41	3	intBus4	1	busSup_1	2
50-39-50-18	b7209648f711419dabfb5ff66541bb90	2022-06-28	09:01:41	15	intBus4	1	intBus4	1
50-39-50-18	b7209648f711419dabfb5ff66541bb90	2022-06-28	22:25:45	17	busSup_1	2	busSup_1	2
50-39-50-18	b7209648f711419dabfb5ff66541bb90	2022-06-28	22:26:13	7	busSup_1	2	intBus4	1
50-39-50-18	b7209648f711419dabfb5ff66541bb90	2022-06-28	22:39:20	18	busSup_1	2	busSup_1	2
50-39-50-18	b7209648f711419dabfb5ff66541bb90	2022-06-28	22:39:20	17	busSup_1	2	busSup_1	2
50-39-50-18	b7209648f711419dabfb5ff66541bb90	2022-06-28	22:40:49	5	busSup_1	2	any headquarters	3
50-39-50-18	b7209648f711419dabfb5ff66541bb90	2022-06-28	22:40:49	18	busSup_1	2	busSup_1	2
50-39-50-18	b7209648f711419dabfb5ff66541bb90	2022-06-28	23:14:48	6	hqBus1	3		
