interview__key	interview__id	roster	id1	id2	variable	type	message__number	message
25-39-21-18	47d12f16d16e4c59ad297d2fca249947				g4_business_gps	2	1	Accuracy needs to be less than 20m, try collecting the GPS again. If necessary go into settings and set GPS to less than 20m
